date,dealer_id,bays_express,bay_capacity_hours,express_lane_ros,utilization,ro_per_bay_hour
2025-03-24,D642,3,144,87,0.3843010210488118,0.6042
2025-03-31,D642,3,144,78,0.3451081250261144,0.5417
2025-04-07,D642,3,144,99,0.5255167612144187,0.6875
2025-04-14,D642,3,144,88,0.34963910101566686,0.6111
2025-04-21,D642,3,144,76,0.40043716796499557,0.5278
2025-04-28,D642,3,144,85,0.3135039577164297,0.5903
2025-05-05,D642,3,144,71,0.3418897769450376,0.4931
2025-05-12,D642,3,144,74,0.3787140191095245,0.5139
2025-05-19,D642,3,144,69,0.3585379172640136,0.4792
2025-05-26,D642,3,144,81,0.4423718980006771,0.5625
2025-06-02,D642,3,144,70,0.41244884194835396,0.4861
2025-06-09,D642,3,144,63,0.3387337363448305,0.4375
2025-06-16,D642,3,144,73,0.40000756664574594,0.5069
2025-06-23,D642,3,144,85,0.3890353880165175,0.5903
2025-06-30,D642,3,144,81,0.41465320436058184,0.5625
2025-07-07,D642,3,144,101,0.4868700868919977,0.7014
2025-07-14,D642,3,144,70,0.3227693033838216,0.4861
2025-07-21,D642,3,144,77,0.33722101472370236,0.5347
2025-07-28,D642,3,144,78,0.3459800629760708,0.5417
2025-08-04,D642,3,144,65,0.36143783495081083,0.4514
2025-08-11,D642,3,144,99,0.36178580180492714,0.6875
2025-08-18,D642,3,144,77,0.35544466201886404,0.5347
2025-08-25,D642,3,144,87,0.35950003434453687,0.6042
2025-09-01,D642,3,144,80,0.3459633046828038,0.5556
2025-03-10,D643,2,96,152,0.6488075367867526,1.5833
2025-03-17,D643,2,96,147,0.538158333745058,1.5312
2025-03-24,D643,2,96,133,0.5879487861812746,1.3854
2025-03-31,D643,2,96,148,0.7005675691900182,1.5417
2025-04-07,D643,2,96,155,0.5666745283919483,1.6146
2025-04-14,D643,2,96,136,0.5437460702702017,1.4167
2025-04-21,D643,2,96,106,0.5372672310739081,1.1042
2025-04-28,D643,2,96,154,0.5852256240648708,1.6042
2025-05-05,D643,2,96,163,0.5940127105296742,1.6979
2025-05-12,D643,2,96,157,0.6301913387727494,1.6354
2025-05-19,D643,2,96,121,0.6188306560210182,1.2604
2025-05-26,D643,2,96,148,0.6531056895388418,1.5417
2025-06-02,D643,2,96,121,0.5769794305836174,1.2604
2025-06-09,D643,2,96,124,0.5395707172791872,1.2917
2025-06-16,D643,2,96,137,0.5521910209675164,1.4271
2025-06-23,D643,2,96,155,0.640184729825376,1.6146
2025-06-30,D643,2,96,157,0.5662152127915092,1.6354
2025-07-07,D643,2,96,130,0.5819032068777472,1.3542
2025-07-14,D643,2,96,105,0.6029947439825807,1.0938
2025-07-21,D643,2,96,129,0.6272992841214785,1.3438
2025-07-28,D643,2,96,136,0.6191395892463543,1.4167
2025-08-04,D643,2,96,166,0.6487197798542447,1.7292
2025-08-11,D643,2,96,131,0.5658093756527093,1.3646
2025-08-18,D643,2,96,90,0.6317521637484196,0.9375
2025-08-25,D643,2,96,145,0.6463532838366428,1.5104
2025-09-01,D643,2,96,139,0.6064975775579893,1.4479
2025-03-10,D644,4,192,162,0.6139547676781815,0.8438
2025-03-17,D644,4,192,145,0.5854941798420331,0.7552
2025-03-24,D644,4,192,158,0.6012192240380494,0.8229
2025-03-31,D644,4,192,132,0.6693469197179065,0.6875
2025-04-07,D644,4,192,162,0.6053560148816197,0.8438
2025-04-14,D644,4,192,150,0.49195958983201377,0.7812
2025-04-21,D644,4,192,141,0.5145414236656171,0.7344
2025-04-28,D644,4,192,119,0.6096107679057386,0.6198
2025-05-05,D644,4,192,148,0.6692647864711518,0.7708
2025-05-12,D644,4,192,144,0.571311343244396,0.75
2025-05-19,D644,4,192,152,0.5998169153469752,0.7917
2025-05-26,D644,4,192,143,0.5808142692524104,0.7448
2025-06-02,D644,4,192,148,0.6701132640458662,0.7708
2025-06-09,D644,4,192,155,0.5747427452357046,0.8073
2025-06-16,D644,4,192,133,0.5748788245240639,0.6927
2025-06-23,D644,4,192,145,0.5296877857441255,0.7552
2025-06-30,D644,4,192,155,0.6509640224238226,0.8073
2025-07-07,D644,4,192,131,0.6566027631184628,0.6823
2025-07-14,D644,4,192,135,0.6173329597121608,0.7031
2025-07-21,D644,4,192,135,0.5305655575774076,0.7031
2025-07-28,D644,4,192,143,0.6861292576624868,0.7448
2025-08-04,D644,4,192,142,0.6729733611550137,0.7396
2025-08-11,D644,4,192,156,0.5515541054174,0.8125
2025-08-18,D644,4,192,120,0.6148951790327915,0.625
2025-08-25,D644,4,192,151,0.5821961068406035,0.7865
2025-09-01,D644,4,192,138,0.6122976721218912,0.7188
2025-03-10,D645,2,96,169,0.6608485723985288,1.7604
2025-03-17,D645,2,96,138,0.6474135313666836,1.4375
2025-03-24,D645,2,96,142,0.7132627554038754,1.4792
2025-03-31,D645,2,96,205,0.6351969764041947,2.1354
2025-04-07,D645,2,96,133,0.748597933453498,1.3854
2025-04-14,D645,2,96,160,0.6290866853571845,1.6667
2025-04-21,D645,2,96,192,0.7222702799857429,2.0
2025-04-28,D645,2,96,157,0.6129568085626262,1.6354
2025-05-05,D645,2,96,161,0.686574851073041,1.6771
2025-05-12,D645,2,96,201,0.7830399439110869,2.0938
2025-05-19,D645,2,96,185,0.7228910863901878,1.9271
2025-05-26,D645,2,96,202,0.7486905241362889,2.1042
2025-06-02,D645,2,96,162,0.686692050347599,1.6875
2025-06-09,D645,2,96,145,0.6229630902548435,1.5104
2025-06-16,D645,2,96,200,0.7483267226425994,2.0833
2025-06-23,D645,2,96,155,0.6246168694933902,1.6146
2025-06-30,D645,2,96,209,0.6993527113585871,2.1771
2025-07-07,D645,2,96,182,0.7107196073134381,1.8958
2025-07-14,D645,2,96,196,0.6635195571822694,2.0417
2025-07-21,D645,2,96,206,0.7275371967068579,2.1458
2025-07-28,D645,2,96,202,0.7532915805411711,2.1042
2025-08-04,D645,2,96,153,0.6839641138544671,1.5938
2025-08-11,D645,2,96,202,0.6653462729962467,2.1042
2025-08-18,D645,2,96,161,0.7846370932082138,1.6771
2025-08-25,D645,2,96,176,0.6196304787594272,1.8333
2025-09-01,D645,2,96,138,0.6881338853750012,1.4375
2025-03-10,D646,2,96,149,0.7144243445024159,1.5521
2025-03-17,D646,2,96,176,0.6678844984303599,1.8333
2025-03-24,D646,2,96,196,0.732838490492281,2.0417
2025-03-31,D646,2,96,203,0.6261592448659803,2.1146
2025-04-07,D646,2,96,185,0.696153456203351,1.9271
2025-04-14,D646,2,96,158,0.6526633088524023,1.6458
2025-04-21,D646,2,96,175,0.7288381285716875,1.8229
2025-04-28,D646,2,96,174,0.6475450559003361,1.8125
2025-05-05,D646,2,96,185,0.7528085694543594,1.9271
2025-05-12,D646,2,96,150,0.6697077023738756,1.5625
2025-05-19,D646,2,96,181,0.5993872955749934,1.8854
2025-05-26,D646,2,96,165,0.7127198312653247,1.7188
2025-06-02,D646,2,96,170,0.6942359982509669,1.7708
2025-06-09,D646,2,96,180,0.6371216650918717,1.875
2025-06-16,D646,2,96,201,0.6515491026944126,2.0938
2025-06-23,D646,2,96,205,0.661576889234541,2.1354
2025-06-30,D646,2,96,202,0.7508305501053787,2.1042
2025-07-07,D646,2,96,156,0.731025262116908,1.625
2025-07-14,D646,2,96,138,0.789783518867939,1.4375
2025-07-21,D646,2,96,204,0.6938397972980235,2.125
2025-07-28,D646,2,96,194,0.7013571088790119,2.0208
2025-08-04,D646,2,96,175,0.6186780234068312,1.8229
2025-08-11,D646,2,96,138,0.672871226984941,1.4375
2025-08-18,D646,2,96,148,0.6742870748973907,1.5417
2025-08-25,D646,2,96,159,0.717423370918562,1.6562
2025-09-01,D646,2,96,185,0.695042338548698,1.9271
2025-03-10,D647,3,144,132,0.5161376493672702,0.9167
2025-03-17,D647,3,144,155,0.5996807106983636,1.0764
2025-03-24,D647,3,144,137,0.5660741547368868,0.9514
2025-03-31,D647,3,144,189,0.6659268549074503,1.3125
2025-04-07,D647,3,144,170,0.5430096983659247,1.1806
2025-04-14,D647,3,144,134,0.5780994563406059,0.9306
2025-04-21,D647,3,144,135,0.6872377375121687,0.9375
2025-04-28,D647,3,144,144,0.5173670036447162,1.0
2025-05-05,D647,3,144,142,0.5877048957851037,0.9861
2025-05-12,D647,3,144,146,0.5882312056579134,1.0139
2025-05-19,D647,3,144,121,0.5620371470429597,0.8403
2025-05-26,D647,3,144,120,0.6119958494243607,0.8333
2025-06-02,D647,3,144,150,0.6398379191163869,1.0417
2025-06-09,D647,3,144,140,0.5789108829202848,0.9722
2025-06-16,D647,3,144,134,0.5941841620849421,0.9306
2025-06-23,D647,3,144,136,0.5738900916032785,0.9444
2025-06-30,D647,3,144,158,0.6578013743430612,1.0972
2025-07-07,D647,3,144,150,0.5184812340982614,1.0417
2025-07-14,D647,3,144,111,0.5617227488233367,0.7708
2025-07-21,D647,3,144,133,0.6466553273696418,0.9236
2025-07-28,D647,3,144,153,0.5882515802393755,1.0625
2025-08-04,D647,3,144,131,0.5880561413436106,0.9097
2025-08-11,D647,3,144,138,0.6770429206462523,0.9583
2025-08-18,D647,3,144,134,0.5692590113726204,0.9306
2025-08-25,D647,3,144,155,0.537889266716111,1.0764
2025-09-01,D647,3,144,144,0.7175178414253175,1.0
2025-03-10,D648,3,144,108,0.3866197576468827,0.75
2025-03-17,D648,3,144,109,0.41006512326328093,0.7569
2025-03-24,D648,3,144,83,0.47579532476841974,0.5764
2025-03-31,D648,3,144,74,0.5612568147934158,0.5139
2025-04-07,D648,3,144,94,0.45448252407231576,0.6528
2025-04-14,D648,3,144,98,0.5573530484739329,0.6806
2025-04-21,D648,3,144,99,0.4675918219677481,0.6875
2025-04-28,D648,3,144,88,0.4757749218208791,0.6111
2025-05-05,D648,3,144,104,0.368390460754664,0.7222
2025-05-12,D648,3,144,67,0.41358363673181303,0.4653
2025-05-19,D648,3,144,82,0.4337103170825212,0.5694
2025-05-26,D648,3,144,71,0.4158460806069831,0.4931
2025-06-02,D648,3,144,86,0.42125819385056495,0.5972
2025-06-09,D648,3,144,93,0.44640849094444834,0.6458
2025-06-16,D648,3,144,93,0.5151565004682431,0.6458
2025-06-23,D648,3,144,92,0.4398640715255865,0.6389
2025-06-30,D648,3,144,81,0.5132166322328027,0.5625
2025-07-07,D648,3,144,90,0.3856828116953177,0.625
2025-07-14,D648,3,144,71,0.472848259891536,0.4931
2025-07-21,D648,3,144,96,0.4286510465451781,0.6667
2025-07-28,D648,3,144,85,0.4386276309142155,0.5903
2025-08-04,D648,3,144,119,0.39653382995354813,0.8264
2025-08-11,D648,3,144,110,0.5641306283853936,0.7639
2025-08-18,D648,3,144,92,0.45179324010339833,0.6389
2025-08-25,D648,3,144,76,0.4265507240266054,0.5278
2025-09-01,D648,3,144,78,0.4689521155595126,0.5417
2025-03-10,D649,4,192,262,0.8322510909321913,1.3646
2025-03-17,D649,4,192,253,0.7666890309380076,1.3177
2025-03-24,D649,4,192,238,0.7058080446188104,1.2396
2025-03-31,D649,4,192,270,0.8252231327068376,1.4062
2025-04-07,D649,4,192,267,0.7695474514727592,1.3906
2025-04-14,D649,4,192,193,0.82840637921958,1.0052
2025-04-21,D649,4,192,214,0.7747544300123337,1.1146
2025-04-28,D649,4,192,216,0.7356461667004375,1.125
2025-05-05,D649,4,192,227,0.8826976730681684,1.1823
2025-05-12,D649,4,192,186,0.7974937797223433,0.9688
2025-05-19,D649,4,192,279,0.7517965683681616,1.4531
2025-05-26,D649,4,192,228,0.7876536193526034,1.1875
2025-06-02,D649,4,192,258,0.7820673220267446,1.3438
2025-06-09,D649,4,192,248,0.8311543685374838,1.2917
2025-06-16,D649,4,192,227,0.7397148819218046,1.1823
2025-06-23,D649,4,192,264,0.7041471444383299,1.375
2025-06-30,D649,4,192,268,0.8150387174843216,1.3958
2025-07-07,D649,4,192,228,0.7463267390254177,1.1875
2025-07-14,D649,4,192,248,0.7673503771453902,1.2917
2025-07-21,D649,4,192,231,0.7354200761677556,1.2031
2025-07-28,D649,4,192,232,0.82836604253359,1.2083
2025-08-04,D649,4,192,194,0.773947469597549,1.0104
2025-08-11,D649,4,192,196,0.842895718438351,1.0208
2025-08-18,D649,4,192,212,0.7871585006817898,1.1042
2025-08-25,D649,4,192,246,0.8177702804701634,1.2812
2025-09-01,D649,4,192,219,0.7840529960726801,1.1406
2025-03-10,D650,3,144,144,0.5480095660642456,1.0
2025-03-17,D650,3,144,133,0.5606992319551835,0.9236
2025-03-24,D650,3,144,163,0.6031219030989606,1.1319
2025-03-31,D650,3,144,149,0.6567092931861951,1.0347
2025-04-07,D650,3,144,168,0.6160265738939305,1.1667
2025-04-14,D650,3,144,139,0.6304868471407699,0.9653
2025-04-21,D650,3,144,139,0.65752479232375,0.9653
2025-04-28,D650,3,144,107,0.5519988736581268,0.7431
2025-05-05,D650,3,144,162,0.545951169971109,1.125
2025-05-12,D650,3,144,145,0.6141921714280422,1.0069
2025-05-19,D650,3,144,131,0.6035767806852851,0.9097
2025-05-26,D650,3,144,151,0.5002655814499068,1.0486
2025-06-02,D650,3,144,149,0.6014867979409646,1.0347
2025-06-09,D650,3,144,161,0.6138831496341005,1.1181
2025-06-16,D650,3,144,110,0.4677857268828878,0.7639
2025-06-23,D650,3,144,154,0.594530081783234,1.0694
2025-06-30,D650,3,144,167,0.6952333524017954,1.1597
2025-07-07,D650,3,144,142,0.6307865415260974,0.9861
2025-07-14,D650,3,144,133,0.550522745096546,0.9236
2025-07-21,D650,3,144,132,0.5661135597703728,0.9167
2025-07-28,D650,3,144,152,0.6889691210940766,1.0556
2025-08-04,D650,3,144,130,0.6112562427744473,0.9028
2025-08-11,D650,3,144,121,0.5898780160246838,0.8403
2025-08-18,D650,3,144,150,0.5671657634019134,1.0417
2025-08-25,D650,3,144,149,0.6813953514420938,1.0347
2025-09-01,D650,3,144,124,0.6814412847337683,0.8611
2025-03-10,D651,5,240,226,0.7413906620125652,0.9417
2025-03-17,D651,5,240,218,0.7966137341913351,0.9083
2025-03-24,D651,5,240,213,0.8247003011520563,0.8875
2025-03-31,D651,5,240,213,0.7306488977973631,0.8875
2025-04-07,D651,5,240,272,0.8165517457817808,1.1333
2025-04-14,D651,5,240,174,0.8461603454690717,0.725
2025-04-21,D651,5,240,246,0.7873810942151311,1.025
2025-04-28,D651,5,240,218,0.7693730638679888,0.9083
2025-05-05,D651,5,240,197,0.7759526567009543,0.8208
2025-05-12,D651,5,240,236,0.8530107236194608,0.9833
2025-05-19,D651,5,240,220,0.7833510216631018,0.9167
2025-05-26,D651,5,240,243,0.7567044706613711,1.0125
2025-06-02,D651,5,240,228,0.8094672588991672,0.95
2025-06-09,D651,5,240,259,0.8263605497404234,1.0792
2025-06-16,D651,5,240,247,0.760864627226479,1.0292
2025-06-23,D651,5,240,248,0.6917374010552856,1.0333
2025-06-30,D651,5,240,235,0.8247976033488229,0.9792
2025-07-07,D651,5,240,188,0.7560837531258787,0.7833
2025-07-14,D651,5,240,230,0.7892541717247168,0.9583
2025-07-21,D651,5,240,206,0.6815298511510494,0.8583
2025-07-28,D651,5,240,193,0.771487674482003,0.8042
2025-08-04,D651,5,240,273,0.7444266368593636,1.1375
2025-08-11,D651,5,240,209,0.8551968056288902,0.8708
2025-08-18,D651,5,240,182,0.8041095209935052,0.7583
2025-08-25,D651,5,240,214,0.8284541146629462,0.8917
2025-09-01,D651,5,240,208,0.8412646595724133,0.8667
2025-03-10,D652,3,144,144,0.5738656757392663,1.0
2025-03-17,D652,3,144,134,0.666170325469752,0.9306
2025-03-24,D652,3,144,156,0.5885418490612586,1.0833
2025-03-31,D652,3,144,161,0.6226081694229998,1.1181
2025-04-07,D652,3,144,131,0.5857493331526401,0.9097
2025-04-14,D652,3,144,150,0.5301302930941281,1.0417
2025-04-21,D652,3,144,156,0.547002527427914,1.0833
2025-04-28,D652,3,144,133,0.580762373204697,0.9236
2025-05-05,D652,3,144,164,0.6416244859575889,1.1389
2025-05-12,D652,3,144,136,0.5435830479504418,0.9444
2025-05-19,D652,3,144,133,0.5306880624682748,0.9236
2025-05-26,D652,3,144,137,0.5384885820859887,0.9514
2025-06-02,D652,3,144,129,0.6020859996177674,0.8958
2025-06-09,D652,3,144,132,0.6213907901820961,0.9167
2025-06-16,D652,3,144,143,0.5972701030909507,0.9931
2025-06-23,D652,3,144,145,0.5100057619985121,1.0069
2025-06-30,D652,3,144,147,0.5943772139088699,1.0208
2025-07-07,D652,3,144,137,0.6901192063093775,0.9514
2025-07-14,D652,3,144,149,0.54975394417939,1.0347
2025-07-21,D652,3,144,124,0.5925227710193995,0.8611
2025-07-28,D652,3,144,148,0.6320751698410805,1.0278
2025-08-04,D652,3,144,148,0.591204316742475,1.0278
2025-08-11,D652,3,144,139,0.5808733252993112,0.9653
2025-08-18,D652,3,144,149,0.5051603602075274,1.0347
2025-08-25,D652,3,144,127,0.582591679209767,0.8819
2025-09-01,D652,3,144,107,0.6083494650310842,0.7431
2025-03-10,D653,3,144,212,0.7865566423891598,1.4722
2025-03-17,D653,3,144,250,0.7886145442072003,1.7361
2025-03-24,D653,3,144,230,0.789261370470287,1.5972
2025-03-31,D653,3,144,219,0.7567942191568692,1.5208
2025-04-07,D653,3,144,176,0.7028964463046826,1.2222
2025-04-14,D653,3,144,213,0.8641532875435352,1.4792
2025-04-21,D653,3,144,259,0.7650934695130839,1.7986
2025-04-28,D653,3,144,238,0.7471863051829826,1.6528
2025-05-05,D653,3,144,258,0.7607094747382508,1.7917
2025-05-12,D653,3,144,248,0.7548480228612833,1.7222
2025-05-19,D653,3,144,216,0.7296718864612064,1.5
2025-05-26,D653,3,144,229,0.6575747587992719,1.5903
2025-06-02,D653,3,144,256,0.6917139821369432,1.7778
2025-06-09,D653,3,144,233,0.7709163835759472,1.6181
2025-06-16,D653,3,144,234,0.7922605444509894,1.625
2025-06-23,D653,3,144,235,0.7330002250597886,1.6319
2025-06-30,D653,3,144,217,0.93,1.5069
2025-07-07,D653,3,144,214,0.7449744455294094,1.4861
2025-07-14,D653,3,144,254,0.7398133174160924,1.7639
2025-07-21,D653,3,144,240,0.6816792957062645,1.6667
2025-07-28,D653,3,144,171,0.8445000497473569,1.1875
2025-08-04,D653,3,144,235,0.78203925555396,1.6319
2025-08-11,D653,3,144,203,0.7534440913294876,1.4097
2025-08-18,D653,3,144,247,0.7841936758986644,1.7153
2025-08-25,D653,3,144,257,0.79268308731292,1.7847
2025-09-01,D653,3,144,262,0.7903497822428524,1.8194
2025-03-10,D654,4,192,80,0.3,0.4167
2025-03-17,D654,4,192,85,0.4388797704168396,0.4427
2025-03-24,D654,4,192,82,0.437097895747944,0.4271
2025-03-31,D654,4,192,95,0.4484995623444287,0.4948
2025-04-07,D654,4,192,88,0.4273601164095396,0.4583
2025-04-14,D654,4,192,99,0.46288660619068284,0.5156
2025-04-21,D654,4,192,89,0.31988790655426225,0.4635
2025-04-28,D654,4,192,69,0.42100311278900854,0.3594
2025-05-05,D654,4,192,97,0.4349267711766379,0.5052
2025-05-12,D654,4,192,104,0.43995382259746707,0.5417
2025-05-19,D654,4,192,100,0.47606563658190365,0.5208
2025-05-26,D654,4,192,74,0.48537922533715544,0.3854
2025-06-02,D654,4,192,90,0.4958701795245785,0.4688
2025-06-09,D654,4,192,90,0.38894668861598425,0.4688
2025-06-16,D654,4,192,82,0.4924940407206877,0.4271
2025-06-23,D654,4,192,89,0.43363326220840454,0.4635
2025-06-30,D654,4,192,116,0.44343461907435566,0.6042
2025-07-07,D654,4,192,91,0.4411504662349642,0.474
2025-07-14,D654,4,192,87,0.3230400986344544,0.4531
2025-07-21,D654,4,192,99,0.3993776525589365,0.5156
2025-07-28,D654,4,192,110,0.40834870098332143,0.5729
2025-08-04,D654,4,192,83,0.4590431307243419,0.4323
2025-08-11,D654,4,192,76,0.43985668624118407,0.3958
2025-08-18,D654,4,192,115,0.42890848092454575,0.599
2025-08-25,D654,4,192,86,0.3813737378404257,0.4479
2025-09-01,D654,4,192,105,0.47526065177410715,0.5469
2025-03-10,D655,2,96,81,0.3688842519990849,0.8438
2025-03-17,D655,2,96,76,0.432055929407536,0.7917
2025-03-24,D655,2,96,65,0.41019823818233075,0.6771
2025-03-31,D655,2,96,66,0.44144190529982796,0.6875
2025-04-07,D655,2,96,79,0.3919956450468938,0.8229
2025-04-14,D655,2,96,90,0.3670074745962299,0.9375
2025-04-21,D655,2,96,97,0.34986923452068824,1.0104
2025-04-28,D655,2,96,79,0.346163189441883,0.8229
2025-05-05,D655,2,96,85,0.4156354365342079,0.8854
2025-05-12,D655,2,96,84,0.43665062790641324,0.875
2025-05-19,D655,2,96,84,0.3513793909138664,0.875
2025-05-26,D655,2,96,70,0.40621152236553965,0.7292
2025-06-02,D655,2,96,83,0.4485844978692717,0.8646
2025-06-09,D655,2,96,80,0.4142025248153332,0.8333
2025-06-16,D655,2,96,79,0.38338920960002826,0.8229
2025-06-23,D655,2,96,72,0.32411430004120284,0.75
2025-06-30,D655,2,96,89,0.46932803735623346,0.9271
2025-07-07,D655,2,96,79,0.44821509434167894,0.8229
2025-07-14,D655,2,96,85,0.27712195087718755,0.8854
2025-07-21,D655,2,96,82,0.5250735504596509,0.8542
2025-07-28,D655,2,96,89,0.4602914365411437,0.9271
2025-08-04,D655,2,96,88,0.4307094542978893,0.9167
2025-08-11,D655,2,96,86,0.30080253884488006,0.8958
2025-08-18,D655,2,96,84,0.43430688012470337,0.875
2025-08-25,D655,2,96,66,0.46789488142728547,0.6875
2025-09-01,D655,2,96,80,0.45667058912844694,0.8333
2025-03-10,D656,5,240,183,0.6824652015760798,0.7625
2025-03-17,D656,5,240,227,0.729731439627693,0.9458
2025-03-24,D656,5,240,169,0.7035786645500098,0.7042
2025-03-31,D656,5,240,206,0.7229523666835499,0.8583
2025-04-07,D656,5,240,221,0.7229384020090555,0.9208
2025-04-14,D656,5,240,191,0.792294779660966,0.7958
2025-04-21,D656,5,240,189,0.7828424556201716,0.7875
2025-04-28,D656,5,240,194,0.6870384189152097,0.8083
2025-05-05,D656,5,240,210,0.7337793776282987,0.875
2025-05-12,D656,5,240,183,0.6425223157167808,0.7625
2025-05-19,D656,5,240,152,0.7180735544931026,0.6333
2025-05-26,D656,5,240,155,0.7330491605368258,0.6458
2025-06-02,D656,5,240,179,0.7140520804738981,0.7458
2025-06-09,D656,5,240,167,0.6888142120332655,0.6958
2025-06-16,D656,5,240,170,0.6877652467520964,0.7083
2025-06-23,D656,5,240,189,0.7061184588149689,0.7875
2025-06-30,D656,5,240,191,0.7635307390156502,0.7958
2025-07-07,D656,5,240,165,0.6456924962388494,0.6875
2025-07-14,D656,5,240,161,0.7714184377984297,0.6708
2025-07-21,D656,5,240,205,0.6918847427302204,0.8542
2025-07-28,D656,5,240,199,0.7563837986810149,0.8292
2025-08-04,D656,5,240,176,0.6888101136941895,0.7333
2025-08-11,D656,5,240,179,0.6838822660033608,0.7458
2025-08-18,D656,5,240,153,0.7510973548525451,0.6375
2025-08-25,D656,5,240,174,0.6465881449809714,0.725
2025-09-01,D656,5,240,173,0.643032010504821,0.7208
2025-03-10,D657,3,144,174,0.6467992111951104,1.2083
2025-03-17,D657,3,144,198,0.7583620534096235,1.375
2025-03-24,D657,3,144,206,0.7377679998538921,1.4306
2025-03-31,D657,3,144,185,0.7388502041497548,1.2847
2025-04-07,D657,3,144,167,0.6411736055731554,1.1597
2025-04-14,D657,3,144,178,0.7375255843493221,1.2361
2025-04-21,D657,3,144,189,0.6819334349839649,1.3125
2025-04-28,D657,3,144,151,0.6665009835235887,1.0486
2025-05-05,D657,3,144,185,0.7525020248665854,1.2847
2025-05-12,D657,3,144,180,0.6757769302960897,1.25
2025-05-19,D657,3,144,198,0.6899611914274617,1.375
2025-05-26,D657,3,144,187,0.7847133691178166,1.2986
2025-06-02,D657,3,144,193,0.6609658877412723,1.3403
2025-06-09,D657,3,144,163,0.6687589010544107,1.1319
2025-06-16,D657,3,144,176,0.6904049031331909,1.2222
2025-06-23,D657,3,144,204,0.7771294874265625,1.4167
2025-06-30,D657,3,144,164,0.7284641254768928,1.1389
2025-07-07,D657,3,144,153,0.7083913386948135,1.0625
2025-07-14,D657,3,144,162,0.7479813429273621,1.125
2025-07-21,D657,3,144,195,0.7238752019157852,1.3542
2025-07-28,D657,3,144,216,0.6176873284957161,1.5
2025-08-04,D657,3,144,167,0.6788874673860423,1.1597
2025-08-11,D657,3,144,168,0.6837166394240515,1.1667
2025-08-18,D657,3,144,193,0.6920107336912296,1.3403
2025-08-25,D657,3,144,210,0.7073892213996684,1.4583
2025-09-01,D657,3,144,178,0.7056462113289617,1.2361
2025-03-10,D658,5,240,78,0.38950333112379865,0.325
2025-03-17,D658,5,240,77,0.4115068251978049,0.3208
2025-03-24,D658,5,240,59,0.4309144226604005,0.2458
2025-03-31,D658,5,240,80,0.4246778046358265,0.3333
2025-04-07,D658,5,240,84,0.39253334011200536,0.35
2025-04-14,D658,5,240,96,0.39236783950021537,0.4
2025-04-21,D658,5,240,86,0.33137300379466406,0.3583
2025-04-28,D658,5,240,73,0.43368048400404097,0.3042
2025-05-05,D658,5,240,86,0.45296643527882285,0.3583
2025-05-12,D658,5,240,75,0.43079353436862616,0.3125
2025-05-19,D658,5,240,85,0.3395759729056357,0.3542
2025-05-26,D658,5,240,73,0.35867080911458615,0.3042
2025-06-02,D658,5,240,93,0.37986563473352786,0.3875
2025-06-09,D658,5,240,91,0.4668416499842008,0.3792
2025-06-16,D658,5,240,86,0.36640766749327813,0.3583
2025-06-23,D658,5,240,74,0.3596887544727386,0.3083
2025-06-30,D658,5,240,74,0.38082750877079974,0.3083
2025-07-07,D658,5,240,87,0.3652729951459895,0.3625
2025-07-14,D658,5,240,76,0.4439399444927918,0.3167
2025-07-21,D658,5,240,62,0.39187689245216956,0.2583
2025-07-28,D658,5,240,80,0.5243308493608512,0.3333
2025-08-04,D658,5,240,79,0.45111681321124814,0.3292
2025-08-11,D658,5,240,78,0.4146122916623378,0.325
2025-08-18,D658,5,240,78,0.4228465884974144,0.325
2025-08-25,D658,5,240,95,0.3781728192190087,0.3958
2025-09-01,D658,5,240,88,0.45902030272442784,0.3667
2025-03-10,D659,4,192,181,0.6848642290627079,0.9427
2025-03-17,D659,4,192,199,0.7400422365391239,1.0365
2025-03-24,D659,4,192,230,0.6608763120004449,1.1979
2025-03-31,D659,4,192,163,0.7109343746564688,0.849
2025-04-07,D659,4,192,176,0.6513315530973741,0.9167
2025-04-14,D659,4,192,225,0.7537702572472197,1.1719
2025-04-21,D659,4,192,199,0.652266630302145,1.0365
2025-04-28,D659,4,192,157,0.6689654498734502,0.8177
2025-05-05,D659,4,192,188,0.6478980603457999,0.9792
2025-05-12,D659,4,192,176,0.7332791910294716,0.9167
2025-05-19,D659,4,192,189,0.6962594321441704,0.9844
2025-05-26,D659,4,192,231,0.7018483458853652,1.2031
2025-06-02,D659,4,192,179,0.8083209051451167,0.9323
2025-06-09,D659,4,192,208,0.6733639852540775,1.0833
2025-06-16,D659,4,192,187,0.6670955158540219,0.974
2025-06-23,D659,4,192,180,0.6443254506461786,0.9375
2025-06-30,D659,4,192,197,0.6690061731745862,1.026
2025-07-07,D659,4,192,171,0.6881645830099297,0.8906
2025-07-14,D659,4,192,149,0.6297107282458623,0.776
2025-07-21,D659,4,192,162,0.708774185763947,0.8438
2025-07-28,D659,4,192,208,0.6778571368254663,1.0833
2025-08-04,D659,4,192,179,0.6163933055456525,0.9323
2025-08-11,D659,4,192,187,0.7369742339087874,0.974
2025-08-18,D659,4,192,177,0.6891809816537979,0.9219
2025-08-25,D659,4,192,165,0.7093723225847459,0.8594
2025-09-01,D659,4,192,159,0.6436686428021126,0.8281
2025-03-10,D660,4,192,129,0.5455911411408991,0.6719
2025-03-17,D660,4,192,131,0.6206423562743616,0.6823
