date,dealer_id,parts_loyalty,auto_replenishment,maintenance_penetration,bulk_oil_penetration,express_lane_ros,service_lane_utilization,time_in_bay_maint_min,time_in_bay_adv_min,total_wait_min,retention_rate,compliance_score
2025-06-16,D659,0.625,0.584,0.478,0.564,187,0.667,34.9,65.9,71.7,0.588,0.836
2025-06-23,D659,0.632,0.727,0.469,0.635,180,0.644,34.9,63.2,74.4,0.689,0.917
2025-06-30,D659,0.629,0.634,0.461,0.518,197,0.669,31.6,66.1,74.0,0.625,0.805
2025-07-07,D659,0.671,0.604,0.487,0.654,171,0.688,26.9,61.0,71.7,0.688,0.822
2025-07-14,D659,0.631,0.697,0.472,0.582,149,0.63,26.7,61.6,69.3,0.647,0.83
2025-07-21,D659,0.712,0.529,0.444,0.587,162,0.709,32.2,59.8,64.1,0.636,0.806
2025-07-28,D659,0.703,0.611,0.403,0.659,208,0.678,24.4,70.5,72.7,0.668,0.743
2025-08-04,D659,0.671,0.681,0.401,0.557,179,0.616,25.5,67.5,72.4,0.651,0.775
2025-08-11,D659,0.586,0.725,0.456,0.56,187,0.737,30.5,65.2,80.8,0.721,0.804
2025-08-18,D659,0.588,0.61,0.447,0.614,177,0.689,33.0,60.6,68.6,0.682,0.717
2025-08-25,D659,0.633,0.635,0.474,0.583,165,0.709,30.5,66.3,81.7,0.646,0.868
2025-09-01,D659,0.722,0.695,0.529,0.59,159,0.644,29.2,73.0,77.0,0.652,0.787
2025-03-10,D660,0.64,0.491,0.464,0.488,129,0.546,29.9,70.6,78.0,0.588,0.71
2025-03-17,D660,0.519,0.5,0.362,0.456,131,0.621,30.0,71.7,72.4,0.618,0.688
2025-03-24,D660,0.488,0.573,0.33,0.5,171,0.628,32.4,66.7,77.0,0.56,0.728
2025-03-31,D660,0.495,0.569,0.437,0.452,161,0.628,32.9,72.2,72.8,0.542,0.7
2025-04-07,D660,0.635,0.556,0.308,0.414,142,0.704,32.3,76.7,71.2,0.573,0.715
2025-04-14,D660,0.581,0.501,0.391,0.393,136,0.578,30.3,73.0,73.9,0.554,0.692
2025-04-21,D660,0.473,0.573,0.456,0.549,145,0.635,29.0,67.8,79.0,0.523,0.689
2025-04-28,D660,0.516,0.473,0.396,0.477,120,0.605,31.5,80.0,81.5,0.609,0.726
2025-05-05,D660,0.572,0.535,0.418,0.385,136,0.623,30.8,75.5,85.4,0.535,0.745
2025-05-12,D660,0.547,0.425,0.344,0.342,126,0.578,32.3,63.9,77.1,0.527,0.612
2025-05-19,D660,0.519,0.445,0.339,0.471,148,0.592,30.8,73.0,76.2,0.546,0.684
2025-05-26,D660,0.58,0.582,0.359,0.557,154,0.597,34.2,68.8,72.2,0.528,0.744
2025-06-02,D660,0.495,0.537,0.366,0.433,120,0.619,36.5,69.1,73.8,0.588,0.755
2025-06-09,D660,0.538,0.483,0.356,0.472,150,0.635,30.9,71.8,76.9,0.572,0.731
2025-06-16,D660,0.551,0.468,0.332,0.443,139,0.604,27.8,64.8,75.1,0.56,0.693
2025-06-23,D660,0.594,0.456,0.368,0.463,171,0.594,30.6,69.5,80.4,0.515,0.773
2025-06-30,D660,0.598,0.534,0.382,0.488,117,0.599,38.1,71.4,82.3,0.564,0.677
2025-07-07,D660,0.49,0.508,0.416,0.458,139,0.537,40.1,80.9,74.4,0.535,0.812
2025-07-14,D660,0.504,0.537,0.349,0.447,135,0.632,33.3,67.9,71.3,0.575,0.768
2025-07-21,D660,0.492,0.504,0.331,0.431,125,0.633,34.8,65.5,76.1,0.57,0.821
2025-07-28,D660,0.564,0.603,0.352,0.433,161,0.573,34.0,67.3,78.0,0.57,0.701
2025-08-04,D660,0.489,0.516,0.417,0.453,143,0.569,40.2,73.1,85.1,0.565,0.667
2025-08-11,D660,0.495,0.418,0.41,0.503,137,0.553,31.2,64.1,84.8,0.568,0.614
2025-08-18,D660,0.556,0.538,0.365,0.44,140,0.484,34.4,71.4,78.4,0.537,0.763
2025-08-25,D660,0.529,0.52,0.295,0.334,134,0.652,34.0,70.7,85.3,0.57,0.667
2025-09-01,D660,0.474,0.523,0.305,0.444,130,0.567,34.1,73.5,80.7,0.527,0.624
2025-03-10,D661,0.772,0.699,0.533,0.662,234,0.743,24.6,59.9,67.8,0.728,0.963
2025-03-17,D661,0.706,0.84,0.574,0.745,228,0.753,24.7,62.0,66.6,0.694,0.911
2025-03-24,D661,0.724,0.817,0.581,0.796,235,0.723,31.4,62.7,71.0,0.738,0.96
2025-03-31,D661,0.72,0.748,0.531,0.646,211,0.789,28.6,64.5,61.1,0.674,0.934
2025-04-07,D661,0.723,0.8,0.573,0.647,203,0.78,28.9,61.3,68.0,0.702,0.911
2025-04-14,D661,0.81,0.759,0.571,0.675,241,0.793,31.3,61.7,68.5,0.674,0.975
2025-04-21,D661,0.775,0.862,0.634,0.684,174,0.835,30.4,60.1,58.7,0.677,0.908
2025-04-28,D661,0.713,0.735,0.548,0.679,172,0.762,26.3,58.5,75.9,0.707,1.0
2025-05-05,D661,0.773,0.746,0.661,0.677,231,0.791,24.2,63.5,63.3,0.681,0.911
2025-05-12,D661,0.755,0.841,0.602,0.692,218,0.761,22.4,64.7,67.2,0.688,0.938
2025-05-19,D661,0.778,0.754,0.512,0.69,221,0.874,21.7,60.4,66.3,0.718,1.0
2025-05-26,D661,0.824,0.669,0.576,0.732,211,0.846,34.3,61.8,67.9,0.682,0.937
2025-06-02,D661,0.818,0.76,0.499,0.687,191,0.8,32.5,60.6,56.9,0.717,0.854
2025-06-09,D661,0.634,0.669,0.505,0.622,225,0.773,21.0,64.2,70.7,0.723,0.889
2025-06-16,D661,0.792,0.668,0.55,0.692,160,0.788,27.9,60.1,63.3,0.704,1.0
2025-06-23,D661,0.702,0.709,0.557,0.752,265,0.778,25.4,59.2,58.6,0.681,0.875
2025-06-30,D661,0.81,0.741,0.545,0.719,211,0.811,33.5,63.6,67.8,0.705,1.0
2025-07-07,D661,0.688,0.779,0.532,0.712,215,0.874,30.2,57.7,59.6,0.7,0.92
2025-07-14,D661,0.732,0.752,0.603,0.638,165,0.783,25.9,64.6,62.3,0.747,0.86
2025-07-21,D661,0.732,0.747,0.582,0.67,258,0.776,28.4,61.3,68.0,0.688,0.886
2025-07-28,D661,0.709,0.795,0.52,0.653,237,0.757,27.0,63.7,67.1,0.741,0.905
2025-08-04,D661,0.738,0.778,0.557,0.755,182,0.825,26.8,65.9,62.9,0.649,0.892
2025-08-11,D661,0.72,0.735,0.608,0.694,220,0.734,24.8,57.2,58.3,0.688,0.843
2025-08-18,D661,0.749,0.86,0.618,0.687,213,0.667,24.7,63.1,65.5,0.763,0.912
2025-08-25,D661,0.81,0.756,0.557,0.677,204,0.706,26.7,63.3,64.7,0.745,0.845
2025-09-01,D661,0.682,0.703,0.504,0.831,214,0.756,25.8,68.1,65.0,0.695,1.0
2025-03-10,D662,0.625,0.675,0.405,0.624,196,0.652,21.4,66.0,69.8,0.68,0.806
2025-03-17,D662,0.678,0.615,0.485,0.551,178,0.558,33.3,62.9,79.3,0.667,0.81
2025-03-24,D662,0.647,0.622,0.443,0.654,161,0.725,26.0,68.1,81.5,0.643,0.776
2025-03-31,D662,0.625,0.695,0.449,0.547,196,0.684,27.1,74.3,72.9,0.659,0.896
2025-04-07,D662,0.681,0.656,0.434,0.642,127,0.754,30.2,71.1,73.5,0.689,0.791
2025-04-14,D662,0.664,0.631,0.413,0.603,174,0.78,28.2,67.9,75.1,0.676,0.784
2025-04-21,D662,0.618,0.74,0.457,0.62,163,0.702,27.9,63.4,62.7,0.59,0.87
2025-04-28,D662,0.656,0.624,0.438,0.598,207,0.748,26.8,66.6,68.9,0.624,0.851
2025-05-05,D662,0.654,0.653,0.442,0.656,195,0.638,27.5,66.1,67.2,0.667,0.812
2025-05-12,D662,0.595,0.653,0.437,0.625,172,0.736,31.4,67.3,73.9,0.674,0.753
2025-05-19,D662,0.739,0.744,0.391,0.612,159,0.748,28.1,62.4,75.9,0.612,0.908
2025-05-26,D662,0.689,0.577,0.454,0.516,168,0.766,32.4,68.6,77.0,0.63,0.831
2025-06-02,D662,0.671,0.655,0.415,0.576,183,0.635,31.5,67.9,68.3,0.621,0.821
2025-06-09,D662,0.581,0.693,0.457,0.559,197,0.717,33.4,68.0,80.9,0.624,0.859
2025-06-16,D662,0.589,0.62,0.405,0.574,169,0.751,26.3,62.3,71.5,0.648,0.802
2025-06-23,D662,0.658,0.782,0.492,0.602,192,0.666,33.7,61.5,71.9,0.684,0.767
2025-06-30,D662,0.699,0.619,0.435,0.671,194,0.739,29.0,64.6,77.2,0.69,0.749
2025-07-07,D662,0.631,0.557,0.499,0.629,172,0.726,23.9,65.7,68.5,0.625,0.76
2025-07-14,D662,0.697,0.728,0.446,0.565,166,0.617,31.5,62.6,77.1,0.674,0.834
2025-07-21,D662,0.645,0.648,0.475,0.599,175,0.686,31.0,64.8,74.1,0.634,0.853
2025-07-28,D662,0.677,0.687,0.446,0.549,189,0.687,28.9,64.7,76.6,0.674,0.804
2025-08-04,D662,0.649,0.671,0.447,0.543,171,0.75,28.1,65.4,73.8,0.609,0.771
2025-08-11,D662,0.699,0.69,0.445,0.632,203,0.682,27.2,64.6,74.2,0.622,0.795
2025-08-18,D662,0.668,0.714,0.442,0.575,184,0.682,29.7,71.2,70.2,0.594,0.887
2025-08-25,D662,0.687,0.702,0.444,0.589,195,0.806,33.8,67.7,65.0,0.606,0.785
2025-09-01,D662,0.616,0.591,0.448,0.75,168,0.661,25.9,59.9,65.9,0.622,0.856
2025-03-10,D663,0.46,0.361,0.304,0.387,85,0.46,36.7,83.3,90.9,0.405,0.594
2025-03-17,D663,0.425,0.484,0.24,0.27,95,0.407,34.4,74.7,81.5,0.517,0.557
2025-03-24,D663,0.514,0.276,0.246,0.348,90,0.443,35.3,83.2,84.6,0.438,0.6
2025-03-31,D663,0.369,0.294,0.253,0.175,90,0.445,34.1,80.1,87.7,0.471,0.621
2025-04-07,D663,0.49,0.425,0.292,0.251,100,0.396,40.5,78.5,82.2,0.443,0.617
2025-04-14,D663,0.492,0.329,0.228,0.271,105,0.44,44.3,77.3,85.3,0.459,0.656
2025-04-21,D663,0.468,0.357,0.237,0.345,95,0.481,35.6,76.6,92.7,0.529,0.616
2025-04-28,D663,0.511,0.367,0.156,0.309,98,0.476,40.3,83.4,83.0,0.47,0.65
2025-05-05,D663,0.4,0.392,0.239,0.305,105,0.582,36.0,73.6,82.0,0.531,0.707
2025-05-12,D663,0.559,0.339,0.264,0.151,91,0.495,40.6,71.4,86.3,0.442,0.628
2025-05-19,D663,0.486,0.359,0.227,0.315,78,0.485,35.0,83.4,89.5,0.496,0.652
2025-05-26,D663,0.415,0.298,0.201,0.37,90,0.434,36.2,74.8,85.4,0.475,0.631
2025-06-02,D663,0.4,0.345,0.213,0.307,89,0.464,39.3,79.9,86.3,0.502,0.575
2025-06-09,D663,0.437,0.375,0.255,0.274,88,0.492,37.1,74.5,86.9,0.484,0.58
2025-06-16,D663,0.516,0.318,0.339,0.336,91,0.565,38.4,77.6,78.5,0.465,0.619
2025-06-23,D663,0.416,0.329,0.297,0.318,99,0.373,40.5,76.2,86.4,0.457,0.582
2025-06-30,D663,0.5,0.36,0.269,0.333,104,0.481,43.1,81.9,86.4,0.485,0.689
2025-07-07,D663,0.449,0.37,0.234,0.306,67,0.436,39.8,74.2,95.8,0.495,0.552
2025-07-14,D663,0.485,0.359,0.247,0.29,93,0.512,35.3,80.5,90.9,0.46,0.62
2025-07-21,D663,0.471,0.37,0.284,0.216,84,0.423,39.6,75.0,82.4,0.503,0.542
2025-07-28,D663,0.402,0.288,0.224,0.198,81,0.395,37.6,77.7,85.2,0.473,0.624
2025-08-04,D663,0.399,0.347,0.254,0.275,105,0.46,40.0,77.4,88.5,0.449,0.654
2025-08-11,D663,0.457,0.321,0.293,0.254,103,0.429,36.6,80.2,79.7,0.463,0.586
2025-08-18,D663,0.462,0.384,0.197,0.282,80,0.416,37.6,83.4,85.7,0.455,0.694
2025-08-25,D663,0.5,0.368,0.317,0.238,87,0.456,42.4,86.4,82.3,0.538,0.579
2025-09-01,D663,0.425,0.276,0.211,0.406,88,0.481,37.7,79.5,72.1,0.451,0.606
2025-03-10,D664,0.63,0.652,0.457,0.634,183,0.611,30.4,67.6,77.0,0.592,0.815
2025-03-17,D664,0.626,0.679,0.539,0.626,210,0.772,29.2,65.7,76.4,0.706,0.786
2025-03-24,D664,0.599,0.601,0.33,0.583,190,0.692,27.2,64.1,72.5,0.637,0.827
2025-03-31,D664,0.64,0.619,0.488,0.714,180,0.73,23.5,68.1,74.9,0.632,0.79
2025-04-07,D664,0.628,0.729,0.456,0.662,222,0.734,34.9,73.6,78.1,0.672,0.942
2025-04-14,D664,0.663,0.616,0.46,0.652,192,0.632,29.6,71.8,72.0,0.685,0.771
2025-04-21,D664,0.694,0.641,0.474,0.687,207,0.783,32.2,72.1,75.4,0.611,0.813
2025-04-28,D664,0.709,0.714,0.5,0.657,168,0.654,29.6,65.5,79.9,0.62,0.782
2025-05-05,D664,0.702,0.713,0.449,0.626,217,0.625,27.2,70.5,75.2,0.642,0.912
2025-05-12,D664,0.651,0.627,0.471,0.578,259,0.65,32.0,74.8,73.5,0.672,0.78
2025-05-19,D664,0.623,0.703,0.462,0.604,170,0.724,25.8,74.8,66.0,0.641,0.84
2025-05-26,D664,0.663,0.646,0.492,0.638,175,0.659,32.8,69.3,65.5,0.622,0.763
2025-06-02,D664,0.666,0.677,0.491,0.625,204,0.789,30.4,71.5,66.8,0.605,0.858
2025-06-09,D664,0.7,0.723,0.489,0.587,159,0.641,31.8,67.5,78.7,0.691,0.748
2025-06-16,D664,0.693,0.68,0.422,0.553,162,0.729,29.5,68.3,68.3,0.631,0.803
2025-06-23,D664,0.668,0.689,0.434,0.666,163,0.756,27.7,69.1,73.2,0.62,0.776
2025-06-30,D664,0.621,0.689,0.457,0.57,163,0.635,28.8,60.3,68.3,0.613,0.904
2025-07-07,D664,0.61,0.646,0.453,0.643,159,0.691,26.4,66.4,73.9,0.635,0.775
2025-07-14,D664,0.603,0.738,0.484,0.737,161,0.702,28.5,67.1,64.3,0.624,0.856
2025-07-21,D664,0.616,0.609,0.421,0.527,178,0.752,29.3,74.8,65.6,0.622,0.809
2025-07-28,D664,0.616,0.639,0.482,0.611,205,0.806,29.6,72.0,76.9,0.654,0.808
2025-08-04,D664,0.654,0.624,0.465,0.605,179,0.741,30.4,75.9,79.1,0.605,0.799
2025-08-11,D664,0.65,0.665,0.452,0.59,180,0.735,23.6,65.8,79.8,0.658,0.865
2025-08-18,D664,0.654,0.679,0.46,0.603,178,0.69,33.4,64.5,70.2,0.666,0.791
2025-08-25,D664,0.669,0.679,0.432,0.652,192,0.721,26.5,71.2,67.8,0.612,0.802
2025-09-01,D664,0.67,0.71,0.498,0.648,170,0.689,34.9,78.8,68.5,0.634,0.753
2025-03-10,D665,0.675,0.693,0.425,0.607,186,0.72,28.7,61.9,68.0,0.626,0.864
2025-03-17,D665,0.689,0.696,0.524,0.598,197,0.675,33.2,71.4,75.2,0.642,0.84
2025-03-24,D665,0.602,0.62,0.426,0.531,184,0.712,30.0,70.3,78.9,0.578,0.797
2025-03-31,D665,0.619,0.563,0.517,0.563,209,0.744,30.3,67.1,65.5,0.597,0.829
2025-04-07,D665,0.676,0.605,0.427,0.568,205,0.786,25.0,65.3,66.9,0.627,0.852
2025-04-14,D665,0.727,0.711,0.478,0.563,155,0.759,27.7,61.1,66.2,0.671,0.793
2025-04-21,D665,0.55,0.675,0.46,0.602,178,0.705,27.4,66.6,72.2,0.657,0.805
2025-04-28,D665,0.652,0.53,0.442,0.542,173,0.681,31.5,71.5,72.7,0.605,0.93
2025-05-05,D665,0.587,0.595,0.436,0.584,178,0.598,30.1,73.0,72.7,0.613,0.865
2025-05-12,D665,0.68,0.695,0.452,0.655,154,0.725,29.4,71.0,73.4,0.603,0.86
2025-05-19,D665,0.648,0.622,0.435,0.545,164,0.695,25.6,77.7,69.1,0.634,0.769
2025-05-26,D665,0.644,0.621,0.389,0.629,192,0.738,24.0,71.6,79.1,0.644,0.864
2025-06-02,D665,0.613,0.607,0.429,0.577,213,0.675,31.0,69.3,77.9,0.622,0.735
2025-06-09,D665,0.673,0.679,0.437,0.556,170,0.628,30.9,68.7,61.6,0.653,0.813
2025-06-16,D665,0.652,0.602,0.383,0.617,187,0.681,34.7,64.0,60.8,0.632,0.86
2025-06-23,D665,0.592,0.594,0.508,0.634,135,0.649,28.1,70.2,68.4,0.703,0.754
2025-06-30,D665,0.636,0.616,0.551,0.617,221,0.795,25.7,68.1,81.9,0.647,0.796
2025-07-07,D665,0.666,0.5,0.447,0.632,187,0.702,29.5,71.7,65.6,0.628,0.799
2025-07-14,D665,0.568,0.644,0.459,0.667,141,0.723,29.4,72.1,63.1,0.616,0.859
2025-07-21,D665,0.557,0.644,0.457,0.515,152,0.671,30.4,72.0,77.9,0.629,0.852
2025-07-28,D665,0.684,0.719,0.464,0.609,170,0.681,29.7,73.4,73.7,0.64,0.76
2025-08-04,D665,0.613,0.639,0.407,0.618,195,0.686,32.8,65.8,69.3,0.581,0.802
2025-08-11,D665,0.669,0.662,0.476,0.564,177,0.713,26.8,65.0,74.5,0.61,0.803
2025-08-18,D665,0.635,0.666,0.372,0.507,148,0.721,27.5,62.2,76.7,0.614,0.906
2025-08-25,D665,0.589,0.694,0.467,0.479,177,0.633,30.4,70.1,73.6,0.703,0.822
2025-09-01,D665,0.679,0.682,0.436,0.573,224,0.727,30.0,68.3,76.1,0.674,0.802
2025-03-10,D666,0.662,0.695,0.425,0.684,169,0.778,28.1,72.3,70.1,0.631,0.764
2025-03-17,D666,0.699,0.666,0.439,0.55,179,0.738,28.4,66.8,79.9,0.612,0.799
2025-03-24,D666,0.662,0.568,0.471,0.614,155,0.665,32.1,61.3,69.1,0.691,0.87
2025-03-31,D666,0.731,0.579,0.473,0.549,169,0.661,32.7,61.4,78.4,0.664,0.838
2025-04-07,D666,0.631,0.738,0.449,0.596,155,0.623,31.0,62.1,71.7,0.632,0.795
2025-04-14,D666,0.686,0.66,0.439,0.518,185,0.752,30.5,66.4,76.8,0.693,0.818
2025-04-21,D666,0.704,0.537,0.467,0.59,201,0.773,30.5,62.2,75.4,0.617,0.843
2025-04-28,D666,0.533,0.558,0.468,0.602,200,0.735,28.6,64.0,71.3,0.669,0.819
2025-05-05,D666,0.671,0.649,0.447,0.62,147,0.73,28.4,66.1,71.7,0.592,0.806
2025-05-12,D666,0.727,0.645,0.531,0.722,190,0.81,31.4,71.0,70.3,0.599,0.871
2025-05-19,D666,0.645,0.564,0.448,0.54,147,0.732,34.5,71.4,76.5,0.633,0.914
2025-05-26,D666,0.635,0.595,0.448,0.64,217,0.702,35.8,67.9,58.4,0.623,0.752
2025-06-02,D666,0.609,0.72,0.482,0.609,201,0.692,22.9,70.8,73.5,0.621,0.812
2025-06-09,D666,0.662,0.689,0.487,0.619,181,0.716,33.1,66.9,68.9,0.599,0.818
2025-06-16,D666,0.622,0.698,0.453,0.513,170,0.727,31.5,72.1,61.6,0.698,0.745
2025-06-23,D666,0.651,0.647,0.427,0.626,180,0.648,34.9,70.1,78.1,0.674,0.756
2025-06-30,D666,0.659,0.553,0.45,0.68,152,0.818,29.1,69.1,72.0,0.637,0.86
2025-07-07,D666,0.644,0.714,0.411,0.63,169,0.673,32.8,63.7,69.4,0.593,0.854
2025-07-14,D666,0.659,0.626,0.43,0.623,199,0.63,26.4,74.1,58.9,0.63,0.826
2025-07-21,D666,0.748,0.637,0.445,0.649,180,0.721,28.8,66.7,71.4,0.688,0.818
2025-07-28,D666,0.635,0.631,0.439,0.599,193,0.7,30.7,63.0,76.0,0.619,0.799
2025-08-04,D666,0.682,0.611,0.443,0.624,161,0.618,30.4,62.8,71.8,0.614,0.77
2025-08-11,D666,0.648,0.642,0.444,0.67,195,0.65,26.9,67.4,71.9,0.665,0.832
2025-08-18,D666,0.652,0.665,0.504,0.617,157,0.631,33.1,67.7,75.7,0.6,0.725
2025-08-25,D666,0.683,0.684,0.485,0.575,137,0.754,31.6,64.1,66.0,0.594,0.875
2025-09-01,D666,0.706,0.55,0.45,0.519,180,0.74,28.7,67.2,65.9,0.626,0.966
2025-03-10,D667,0.393,0.358,0.236,0.26,82,0.366,42.8,85.4,98.2,0.452,0.557
2025-03-17,D667,0.408,0.286,0.177,0.271,73,0.409,41.8,83.8,103.9,0.461,0.55
2025-03-24,D667,0.387,0.307,0.253,0.245,84,0.39,39.5,89.5,100.7,0.444,0.53
2025-03-31,D667,0.422,0.255,0.192,0.316,99,0.507,41.2,82.8,83.9,0.415,0.521
2025-04-07,D667,0.412,0.351,0.2,0.296,76,0.413,44.3,87.7,92.5,0.447,0.544
2025-04-14,D667,0.428,0.416,0.214,0.225,98,0.365,36.1,89.9,101.6,0.469,0.615
2025-04-21,D667,0.487,0.413,0.158,0.16,65,0.437,44.0,78.9,94.2,0.452,0.607
2025-04-28,D667,0.315,0.294,0.143,0.295,80,0.42,40.4,88.6,92.5,0.459,0.685
2025-05-05,D667,0.382,0.298,0.159,0.235,66,0.346,46.1,80.4,89.2,0.425,0.434
2025-05-12,D667,0.431,0.224,0.16,0.185,86,0.387,40.4,85.0,100.5,0.463,0.513
2025-05-19,D667,0.393,0.312,0.153,0.336,88,0.487,39.8,88.1,93.3,0.416,0.531
2025-05-26,D667,0.408,0.331,0.203,0.254,77,0.488,46.4,92.2,97.3,0.502,0.564
2025-06-02,D667,0.384,0.245,0.259,0.277,70,0.351,39.2,82.7,92.5,0.407,0.557
2025-06-09,D667,0.338,0.252,0.172,0.227,82,0.348,41.6,89.2,91.0,0.453,0.543
2025-06-16,D667,0.442,0.315,0.262,0.322,82,0.405,45.2,90.2,87.4,0.423,0.561
2025-06-23,D667,0.403,0.245,0.234,0.192,85,0.462,42.3,79.4,94.4,0.428,0.533
2025-06-30,D667,0.346,0.31,0.237,0.247,65,0.39,42.4,86.9,105.3,0.46,0.487
2025-07-07,D667,0.433,0.272,0.254,0.324,84,0.498,40.3,82.8,95.6,0.449,0.525
2025-07-14,D667,0.348,0.255,0.255,0.289,90,0.355,46.7,81.6,84.2,0.471,0.523
2025-07-21,D667,0.416,0.249,0.195,0.404,85,0.399,41.5,85.3,100.9,0.429,0.573
2025-07-28,D667,0.368,0.325,0.25,0.284,70,0.326,47.7,82.0,98.4,0.497,0.56
2025-08-04,D667,0.38,0.245,0.193,0.218,86,0.432,44.8,74.6,95.3,0.395,0.452
2025-08-11,D667,0.396,0.434,0.253,0.224,74,0.378,43.0,88.1,99.9,0.435,0.474
2025-08-18,D667,0.38,0.396,0.157,0.263,67,0.418,38.4,89.6,96.4,0.494,0.462
2025-08-25,D667,0.394,0.224,0.167,0.327,73,0.378,41.8,74.6,95.6,0.448,0.438
2025-09-01,D667,0.408,0.264,0.191,0.243,71,0.381,44.6,89.3,98.5,0.48,0.486
2025-03-10,D668,0.547,0.529,0.38,0.467,105,0.615,34.7,68.2,77.5,0.594,0.707
2025-03-17,D668,0.555,0.439,0.404,0.464,127,0.663,32.9,80.0,85.8,0.551,0.696
2025-03-24,D668,0.536,0.426,0.238,0.506,139,0.646,37.6,74.3,78.6,0.624,0.778
2025-03-31,D668,0.542,0.471,0.36,0.491,104,0.642,36.6,75.1,64.2,0.531,0.761
2025-04-07,D668,0.511,0.488,0.369,0.496,166,0.661,32.0,66.1,75.9,0.55,0.699
2025-04-14,D668,0.556,0.505,0.325,0.438,133,0.636,34.1,74.6,79.6,0.57,0.69
2025-04-21,D668,0.526,0.516,0.387,0.442,115,0.609,32.7,66.6,75.1,0.542,0.73
2025-04-28,D668,0.504,0.504,0.367,0.367,116,0.651,36.8,65.9,75.9,0.531,0.667
2025-05-05,D668,0.529,0.568,0.315,0.452,144,0.542,31.7,74.5,70.3,0.59,0.715
2025-05-12,D668,0.47,0.473,0.371,0.387,129,0.553,38.3,68.6,76.3,0.58,0.618
2025-05-19,D668,0.549,0.578,0.352,0.433,146,0.598,30.5,82.6,69.9,0.554,0.804
2025-05-26,D668,0.573,0.537,0.342,0.528,163,0.571,30.6,69.3,78.9,0.566,0.758
2025-06-02,D668,0.526,0.558,0.374,0.411,116,0.639,33.4,71.0,87.0,0.559,0.726
2025-06-09,D668,0.61,0.441,0.343,0.502,147,0.59,32.1,78.3,70.5,0.542,0.684
2025-06-16,D668,0.6,0.543,0.293,0.444,140,0.577,33.4,74.5,82.5,0.561,0.738
2025-06-23,D668,0.543,0.523,0.363,0.337,107,0.59,32.6,67.7,76.8,0.521,0.85
2025-06-30,D668,0.55,0.493,0.37,0.411,152,0.658,27.4,73.5,79.1,0.591,0.702
2025-07-07,D668,0.563,0.54,0.314,0.456,128,0.554,35.3,71.5,79.3,0.538,0.647
2025-07-14,D668,0.554,0.546,0.292,0.524,148,0.573,36.7,76.9,75.0,0.564,0.749
2025-07-21,D668,0.583,0.447,0.4,0.389,120,0.554,32.8,76.2,85.0,0.545,0.632
2025-07-28,D668,0.524,0.5,0.297,0.483,129,0.535,34.2,73.6,73.7,0.526,0.759
2025-08-04,D668,0.538,0.591,0.329,0.486,172,0.635,33.0,76.6,82.9,0.574,0.802
2025-08-11,D668,0.573,0.499,0.328,0.546,168,0.649,39.1,72.0,76.4,0.532,0.659
2025-08-18,D668,0.486,0.496,0.34,0.453,167,0.592,28.2,70.6,83.2,0.551,0.72
2025-08-25,D668,0.56,0.55,0.368,0.467,139,0.578,34.4,76.3,81.3,0.547,0.729
2025-09-01,D668,0.616,0.436,0.354,0.569,157,0.584,24.6,72.5,79.1,0.557,0.666
2025-03-10,D669,0.682,0.763,0.365,0.601,168,0.67,28.2,62.7,70.0,0.656,0.762
2025-03-17,D669,0.586,0.603,0.504,0.588,167,0.755,26.2,74.6,63.9,0.608,0.805
2025-03-24,D669,0.673,0.684,0.503,0.588,200,0.642,27.5,68.1,68.7,0.633,0.802
2025-03-31,D669,0.724,0.638,0.386,0.573,164,0.707,30.8,69.4,72.6,0.65,0.901
2025-04-07,D669,0.64,0.664,0.437,0.58,197,0.723,32.4,64.8,70.3,0.624,0.859
2025-04-14,D669,0.655,0.667,0.481,0.501,162,0.625,26.4,70.9,81.6,0.637,0.787
2025-04-21,D669,0.651,0.609,0.395,0.57,183,0.666,30.9,69.7,75.6,0.581,0.815
2025-04-28,D669,0.609,0.58,0.444,0.597,163,0.715,29.4,70.3,64.1,0.628,0.778
2025-05-05,D669,0.641,0.655,0.489,0.672,177,0.659,30.4,59.2,66.8,0.678,0.859
2025-05-12,D669,0.635,0.69,0.439,0.627,189,0.744,31.6,70.7,74.8,0.655,0.782
2025-05-19,D669,0.67,0.687,0.448,0.611,187,0.726,26.5,73.4,65.1,0.649,0.848
2025-05-26,D669,0.65,0.651,0.425,0.638,184,0.73,28.4,59.9,69.9,0.674,0.766
2025-06-02,D669,0.672,0.733,0.47,0.61,181,0.711,25.1,74.1,77.5,0.654,0.821
2025-06-09,D669,0.667,0.704,0.482,0.666,158,0.742,31.8,62.2,71.3,0.658,0.821
2025-06-16,D669,0.63,0.59,0.488,0.546,170,0.67,27.4,71.3,76.8,0.644,0.803
2025-06-23,D669,0.634,0.596,0.398,0.587,157,0.629,26.8,68.6,79.3,0.592,0.703
2025-06-30,D669,0.682,0.575,0.41,0.572,193,0.77,33.1,69.4,73.8,0.6,0.84
2025-07-07,D669,0.718,0.712,0.515,0.643,197,0.721,35.7,70.2,70.9,0.672,0.797
2025-07-14,D669,0.643,0.655,0.5,0.615,208,0.697,35.2,65.0,72.2,0.646,0.75
2025-07-21,D669,0.659,0.594,0.495,0.586,202,0.728,28.1,70.0,71.2,0.626,0.838
2025-07-28,D669,0.625,0.725,0.398,0.642,171,0.711,29.1,62.4,62.8,0.652,0.768
